DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2014-2015 Regular Season,12/19/2014,Jordan Farmar,PG,LA Clippers,Denver,R,9.2,0,5,0,3,0,0,0,0,0,0,1,0,0,0,0
2014-2015 Regular Season,12/19/2014,Hedo Turkoglu,SF,LA Clippers,Denver,R,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,12/19/2014,Wilson Chandler,SF,Denver,LA Clippers,H,35.9,6,16,2,9,2,2,2,3,5,2,5,0,4,0,16
2014-2015 Regular Season,12/19/2014,Kenneth Faried,PF,Denver,LA Clippers,H,28.3,6,9,0,0,2,3,1,6,7,2,5,1,4,0,14
2014-2015 Regular Season,12/19/2014,Timofey Mozgov,C,Denver,LA Clippers,H,25.2,6,8,1,1,0,1,0,8,8,1,2,0,1,0,13
2014-2015 Regular Season,12/19/2014,Arron Afflalo,SG,Denver,LA Clippers,H,32.5,4,14,0,3,4,5,0,2,2,4,2,1,1,0,12
2014-2015 Regular Season,12/19/2014,Ty Lawson,PG,Denver,LA Clippers,H,37.4,3,6,2,2,2,4,2,0,2,14,2,1,5,0,10
2014-2015 Regular Season,12/19/2014,JJ Hickson,C,Denver,LA Clippers,H,14.7,1,5,0,0,0,0,1,5,6,0,2,0,2,0,2
2014-2015 Regular Season,12/19/2014,Danilo Gallinari,SF,Denver,LA Clippers,H,24.5,2,5,2,4,4,4,2,1,3,2,2,0,3,1,10
2014-2015 Regular Season,12/19/2014,Nate Robinson,PG,Denver,LA Clippers,H,15.7,6,11,4,9,4,7,1,4,5,3,1,1,1,0,20
2014-2015 Regular Season,12/19/2014,Jusuf Nurkic,C,Denver,LA Clippers,H,17.2,3,3,0,0,2,2,0,2,2,1,3,1,0,0,8
2014-2015 Regular Season,12/19/2014,Alonzo Gee,SF,Denver,LA Clippers,H,8.7,1,3,0,1,2,2,0,0,0,1,0,1,0,0,4
2014-2015 Regular Season,12/19/2014,Perry Jones,SF,Oklahoma City,LA Lakers,R,12.2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,12/19/2014,Serge Ibaka,PF,Oklahoma City,LA Lakers,R,39.4,6,17,2,5,2,3,2,5,7,1,1,1,0,5,16
2014-2015 Regular Season,12/19/2014,Steven Adams,C,Oklahoma City,LA Lakers,R,35,4,9,0,0,1,5,2,8,10,1,3,1,1,1,9
2014-2015 Regular Season,12/19/2014,Andre Roberson,SG,Oklahoma City,LA Lakers,R,36.3,4,7,2,4,0,2,2,5,7,1,2,1,1,0,10
2014-2015 Regular Season,12/19/2014,Russell Westbrook,PG,Oklahoma City,LA Lakers,R,36.3,9,22,0,1,13,13,0,5,5,10,2,1,1,0,31
2014-2015 Regular Season,12/19/2014,Nick Collison,PF,Oklahoma City,LA Lakers,R,21.6,2,4,0,1,0,0,3,4,7,2,4,1,2,0,4
2014-2015 Regular Season,12/19/2014,Reggie Jackson,PG,Oklahoma City,LA Lakers,R,36,9,15,3,5,4,4,1,2,3,5,2,0,2,1,25
2014-2015 Regular Season,12/19/2014,Anthony Morrow,SG,Oklahoma City,LA Lakers,R,15.6,2,5,1,4,2,2,1,1,2,1,1,0,0,1,7
2014-2015 Regular Season,12/19/2014,Jeremy Lamb,SG,Oklahoma City,LA Lakers,R,7.8,1,5,0,1,0,0,0,1,1,0,1,0,0,0,2
2014-2015 Regular Season,12/19/2014,Wesley Johnson,SF,LA Lakers,Oklahoma City,H,27.9,3,8,1,6,0,0,0,3,3,3,3,1,0,0,7
2014-2015 Regular Season,12/19/2014,Ed Davis,PF,LA Lakers,Oklahoma City,H,31.9,8,10,0,0,2,2,3,6,9,2,1,0,1,2,18
2014-2015 Regular Season,12/19/2014,Jordan Hill,C,LA Lakers,Oklahoma City,H,21.1,4,8,0,0,2,2,1,1,2,1,2,0,1,1,10
2014-2015 Regular Season,12/19/2014,Kobe Bryant,SG,LA Lakers,Oklahoma City,H,34.6,3,15,0,3,3,4,0,8,8,8,0,0,3,0,9
2014-2015 Regular Season,12/19/2014,Ronnie Price,PG,LA Lakers,Oklahoma City,H,25.8,5,8,4,7,0,0,0,0,0,3,2,0,0,1,14
2014-2015 Regular Season,12/19/2014,Carlos Boozer,PF,LA Lakers,Oklahoma City,H,28.5,6,12,0,0,2,5,1,5,6,2,4,0,1,0,14
2014-2015 Regular Season,12/19/2014,Nick Young,SG,LA Lakers,Oklahoma City,H,13.5,4,8,2,4,0,0,0,2,2,0,1,1,1,0,10
2014-2015 Regular Season,12/19/2014,Robert Sacre,C,LA Lakers,Oklahoma City,H,14.4,0,3,0,0,0,0,0,3,3,1,3,1,0,1,0
2014-2015 Regular Season,12/19/2014,Jeremy Lin,PG,LA Lakers,Oklahoma City,H,22.2,5,7,0,1,2,2,0,8,8,5,3,0,3,0,12
2014-2015 Regular Season,12/19/2014,Wayne Ellington,SG,LA Lakers,Oklahoma City,H,20.2,3,6,3,4,0,0,0,2,2,3,2,0,0,0,9
2014-2015 Regular Season,12/20/2014,Markieff Morris,PF,Phoenix,New York,R,33.3,8,16,1,3,2,2,2,3,5,0,1,1,0,0,19
2014-2015 Regular Season,12/20/2014,PJ Tucker,SF,Phoenix,New York,R,34.4,1,2,1,1,0,0,2,5,7,3,5,2,1,0,3
2014-2015 Regular Season,12/20/2014,Alex Len,C,Phoenix,New York,R,20.8,1,6,0,0,2,2,5,3,8,0,2,1,0,3,4
2014-2015 Regular Season,12/20/2014,Eric Bledsoe,PG,Phoenix,New York,R,36.5,8,15,1,3,8,9,1,9,10,3,0,3,3,0,25
2014-2015 Regular Season,12/20/2014,Goran Dragic,SG,Phoenix,New York,R,31.4,4,11,0,2,2,3,0,1,1,2,1,1,0,0,10
2014-2015 Regular Season,12/20/2014,Miles Plumlee,C,Phoenix,New York,R,17.2,0,0,0,0,0,0,1,4,5,1,1,0,3,0,0
2014-2015 Regular Season,12/20/2014,Isaiah Thomas,PG,Phoenix,New York,R,31.9,7,12,3,5,5,7,1,2,3,3,0,1,0,0,22
2014-2015 Regular Season,12/20/2014,Marcus Morris,PF,Phoenix,New York,R,15.8,3,7,3,5,0,0,0,1,1,0,1,0,1,0,9
2014-2015 Regular Season,12/20/2014,Gerald Green,SG,Phoenix,New York,R,18.7,3,9,1,6,0,0,0,3,3,3,1,1,6,0,7
2014-2015 Regular Season,12/20/2014,Quincy Acy,PF,New York,Phoenix,H,16.9,0,0,0,0,0,0,3,1,4,1,3,0,3,0,0
2014-2015 Regular Season,12/20/2014,Carmelo Anthony,SF,New York,Phoenix,H,40.4,9,19,1,4,6,6,3,8,11,3,2,3,3,1,25
2014-2015 Regular Season,12/20/2014,Cole Aldrich,C,New York,Phoenix,H,16.6,2,5,0,0,0,0,0,1,1,2,2,0,0,1,4
2014-2015 Regular Season,12/20/2014,Jose Calderon,PG,New York,Phoenix,H,35.1,8,13,5,6,0,0,0,5,5,3,3,1,3,0,21
2014-2015 Regular Season,12/20/2014,Tim Hardaway Jr.,SG,New York,Phoenix,H,34.4,5,14,1,5,5,5,1,3,4,1,3,1,2,1,16
2014-2015 Regular Season,12/20/2014,Pablo Prigioni,PG,New York,Phoenix,H,29.7,1,7,0,5,0,0,1,2,3,7,2,3,0,0,2
2014-2015 Regular Season,12/20/2014,Jason Smith,C,New York,Phoenix,H,17.4,5,14,0,1,1,3,2,1,3,0,0,1,1,0,11
2014-2015 Regular Season,12/20/2014,Samuel Dalembert,C,New York,Phoenix,H,26.6,2,7,0,0,1,2,7,5,12,0,4,2,2,1,5
2014-2015 Regular Season,12/20/2014,Shane Larkin,PG,New York,Phoenix,H,12.9,2,5,0,1,0,0,0,1,1,0,1,0,0,0,4
