DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2014-2015 Regular Season,3/11/2015,Tony Allen,SG,Memphis,Boston,R,26.8,7,9,0,0,2,2,2,3,5,2,2,2,3,2,16
2014-2015 Regular Season,3/11/2015,JaMychal Green,PF,Memphis,Boston,R,5.3,2,3,0,0,0,0,1,3,4,0,0,0,1,0,4
2014-2015 Regular Season,3/11/2015,Kosta Koufos,C,Memphis,Boston,R,13.7,2,2,0,0,0,0,0,4,4,0,4,0,1,1,4
2014-2015 Regular Season,3/11/2015,Beno Udrih,PG,Memphis,Boston,R,15,2,5,1,1,0,0,1,0,1,1,1,2,3,0,5
2014-2015 Regular Season,3/11/2015,Vince Carter,SG,Memphis,Boston,R,9.7,1,3,0,0,0,0,0,1,1,1,2,1,0,0,2
2014-2015 Regular Season,3/11/2015,Nick Calathes,SG,Memphis,Boston,R,10.6,0,3,0,1,0,0,1,0,1,2,0,0,1,0,0
2014-2015 Regular Season,3/11/2015,Evan Turner,SG,Boston,Memphis,H,24.5,1,6,0,0,2,2,0,0,0,7,1,1,2,0,4
2014-2015 Regular Season,3/11/2015,Brandon Bass,PF,Boston,Memphis,H,33,6,8,0,1,0,0,2,3,5,3,1,0,0,0,12
2014-2015 Regular Season,3/11/2015,Tyler Zeller,C,Boston,Memphis,H,23.2,3,8,0,0,6,6,3,6,9,3,3,0,2,3,12
2014-2015 Regular Season,3/11/2015,Avery Bradley,SG,Boston,Memphis,H,34.4,8,17,1,8,0,0,1,4,5,2,1,2,2,0,17
2014-2015 Regular Season,3/11/2015,Marcus Smart,PG,Boston,Memphis,H,33.8,2,8,0,2,1,2,0,3,3,4,2,2,2,1,5
2014-2015 Regular Season,3/11/2015,Jae Crowder,SF,Boston,Memphis,H,27.8,6,12,3,4,1,1,1,2,3,3,2,2,1,0,16
2014-2015 Regular Season,3/11/2015,Kelly Olynyk,C,Boston,Memphis,H,20,6,12,2,6,1,2,3,3,6,3,4,3,5,0,15
2014-2015 Regular Season,3/11/2015,Phil Pressey,PG,Boston,Memphis,H,18,1,4,1,4,2,4,0,1,1,2,0,1,1,0,5
2014-2015 Regular Season,3/11/2015,Gigi Datome,SF,Boston,Memphis,H,10,1,3,0,1,0,0,0,0,0,1,0,0,0,1,2
2014-2015 Regular Season,3/11/2015,Jonas Jerebko,PF,Boston,Memphis,H,15.5,3,7,1,1,0,0,2,2,4,0,2,0,1,0,7
2014-2015 Regular Season,3/11/2015,Joe Johnson,SG,Brooklyn,Miami,R,35.9,3,11,0,3,6,6,1,2,3,2,3,0,5,0,12
2014-2015 Regular Season,3/11/2015,Thaddeus Young,PF,Brooklyn,Miami,R,33.3,6,11,1,2,2,4,2,5,7,1,3,2,0,0,15
2014-2015 Regular Season,3/11/2015,Brook Lopez,C,Brooklyn,Miami,R,32.6,6,11,0,1,3,4,5,9,14,1,1,0,0,1,15
2014-2015 Regular Season,3/11/2015,Markel Brown,SG,Brooklyn,Miami,R,28.5,0,3,0,2,2,2,0,1,1,0,4,1,1,0,2
2014-2015 Regular Season,3/11/2015,Deron Williams,PG,Brooklyn,Miami,R,31.8,6,10,3,4,3,3,0,4,4,4,5,2,6,0,18
2014-2015 Regular Season,3/11/2015,Bojan Bogdanovic,SF,Brooklyn,Miami,R,25.9,2,6,1,3,3,4,1,2,3,2,2,1,3,0,8
2014-2015 Regular Season,3/11/2015,Jarrett Jack,PG,Brooklyn,Miami,R,21.9,5,8,1,1,7,8,1,3,4,4,1,0,4,0,18
2014-2015 Regular Season,3/11/2015,Mason Plumlee,C,Brooklyn,Miami,R,15.4,3,7,0,0,2,6,4,2,6,0,3,1,2,1,8
2014-2015 Regular Season,3/11/2015,Cory Jefferson,PF,Brooklyn,Miami,R,14.7,1,6,0,1,0,2,0,2,2,1,2,1,0,0,2
2014-2015 Regular Season,3/11/2015,Luol Deng,SF,Miami,Brooklyn,H,37.4,3,9,1,4,3,4,0,1,1,3,4,1,0,0,10
2014-2015 Regular Season,3/11/2015,Henry Walker,SG,Miami,Brooklyn,H,30.8,3,6,3,6,0,0,1,5,6,2,5,4,0,0,9
2014-2015 Regular Season,3/11/2015,Chris Andersen,C,Miami,Brooklyn,H,29.5,8,9,0,0,2,4,5,9,14,1,3,1,1,1,18
2014-2015 Regular Season,3/11/2015,Dwyane Wade,SG,Miami,Brooklyn,H,33.6,10,25,0,1,8,11,2,1,3,9,1,2,2,0,28
2014-2015 Regular Season,3/11/2015,Goran Dragic,SG,Miami,Brooklyn,H,35.4,5,9,1,3,6,9,0,1,1,3,3,2,1,0,17
2014-2015 Regular Season,3/11/2015,Mario Chalmers,PG,Miami,Brooklyn,H,25.5,3,7,1,4,1,3,0,3,3,0,3,1,2,0,8
2014-2015 Regular Season,3/11/2015,Tyler Johnson,SG,Miami,Brooklyn,H,15.8,2,5,0,2,0,0,0,2,2,1,1,1,3,0,4
2014-2015 Regular Season,3/11/2015,Udonis Haslem,PF,Miami,Brooklyn,H,18.5,2,9,0,1,3,5,3,6,9,3,4,1,1,1,7
2014-2015 Regular Season,3/11/2015,Michael Beasley,F,Miami,Brooklyn,H,13.6,1,2,0,0,1,2,0,0,0,1,5,1,0,1,3
2014-2015 Regular Season,3/11/2015,Tobias Harris,SF,Orlando,Milwaukee,R,39.3,7,16,3,5,0,0,0,3,3,3,3,3,2,1,17
2014-2015 Regular Season,3/11/2015,Dewayne Dedmon,C,Orlando,Milwaukee,R,19.7,1,4,0,0,0,0,2,2,4,0,3,0,1,2,2
2014-2015 Regular Season,3/11/2015,Nikola Vucevic,C,Orlando,Milwaukee,R,38.8,9,20,0,0,1,1,6,8,14,1,2,3,5,0,19
2014-2015 Regular Season,3/11/2015,Victor Oladipo,PG,Orlando,Milwaukee,R,39.3,4,17,2,4,4,4,0,1,1,6,1,3,1,0,14
2014-2015 Regular Season,3/11/2015,Elfrid Payton,PG,Orlando,Milwaukee,R,35.4,6,12,0,1,2,2,0,2,2,5,2,2,3,0,14
2014-2015 Regular Season,3/11/2015,Aaron Gordon,PF,Orlando,Milwaukee,R,18,2,5,1,2,2,2,0,4,4,1,1,0,1,1,7
2014-2015 Regular Season,3/11/2015,Luke Ridnour,PG,Orlando,Milwaukee,R,15.1,1,4,1,2,2,2,0,0,0,3,3,1,1,0,5
2014-2015 Regular Season,3/11/2015,Channing Frye,PF,Orlando,Milwaukee,R,28.3,4,5,3,4,2,2,0,4,4,2,2,0,0,0,13
2014-2015 Regular Season,3/11/2015,Maurice Harkless,SF,Orlando,Milwaukee,R,6.3,0,2,0,0,0,0,1,0,1,0,1,2,0,0,0
2014-2015 Regular Season,3/11/2015,Giannis Antetokounmpo,SG,Milwaukee,Orlando,H,30.1,4,9,1,2,2,4,1,6,7,3,2,0,2,1,11
2014-2015 Regular Season,3/11/2015,Ersan Ilyasova,PF,Milwaukee,Orlando,H,25.6,5,11,1,3,1,2,2,4,6,1,2,0,0,1,12
2014-2015 Regular Season,3/11/2015,Zaza Pachulia,C,Milwaukee,Orlando,H,23.8,4,8,0,0,2,2,5,7,12,5,1,0,3,0,10
2014-2015 Regular Season,3/11/2015,Khris Middleton,PF,Milwaukee,Orlando,H,41.6,12,17,4,4,2,2,0,3,3,5,2,2,1,0,30
2014-2015 Regular Season,3/11/2015,Michael Carter-Williams,PG,Milwaukee,Orlando,H,34.5,4,13,0,0,3,4,1,8,9,6,2,2,5,2,11
2014-2015 Regular Season,3/11/2015,O.J. Mayo,SG,Milwaukee,Orlando,H,9.8,2,3,0,1,0,0,0,0,0,2,1,1,3,0,4
2014-2015 Regular Season,3/11/2015,Miles Plumlee,C,Milwaukee,Orlando,H,6,1,2,0,0,0,0,0,1,1,0,1,0,0,0,2
2014-2015 Regular Season,3/11/2015,Jared Dudley,SG,Milwaukee,Orlando,H,22.4,1,4,0,3,0,0,0,4,4,3,2,1,2,0,2
2014-2015 Regular Season,3/11/2015,Tyler Ennis,PG,Milwaukee,Orlando,H,13.6,3,6,2,4,0,0,0,0,0,3,2,1,4,0,8
2014-2015 Regular Season,3/11/2015,John Henson,C,Milwaukee,Orlando,H,18.2,2,4,0,0,1,2,2,4,6,1,2,0,2,2,5
2014-2015 Regular Season,3/11/2015,Chris Johnson,SF,Milwaukee,Orlando,H,14.6,1,2,0,1,0,0,0,3,3,1,0,0,0,1,2
2014-2015 Regular Season,3/11/2015,Matt Barnes,SF,LA Clippers,Oklahoma City,R,39.7,6,8,6,7,4,4,0,3,3,1,4,3,0,2,22
2014-2015 Regular Season,3/11/2015,Spencer Hawes,PF,LA Clippers,Oklahoma City,R,31.6,1,7,1,4,1,2,0,3,3,0,5,0,2,0,4
2014-2015 Regular Season,3/11/2015,DeAndre Jordan,C,LA Clippers,Oklahoma City,R,38.3,3,7,0,0,12,22,9,8,17,1,5,0,3,0,18
2014-2015 Regular Season,3/11/2015,JJ Redick,SG,LA Clippers,Oklahoma City,R,35.2,6,14,3,6,10,10,1,4,5,7,2,3,1,0,25
2014-2015 Regular Season,3/11/2015,Chris Paul,PG,LA Clippers,Oklahoma City,R,36.9,11,19,5,8,6,7,0,4,4,9,3,2,5,0,33
2014-2015 Regular Season,3/11/2015,Glen Davis,PF,LA Clippers,Oklahoma City,R,20.6,5,9,0,1,2,2,1,2,3,1,3,2,0,0,12
2014-2015 Regular Season,3/11/2015,Austin Rivers,SG,LA Clippers,Oklahoma City,R,21.2,3,8,0,2,0,0,0,3,3,1,4,0,0,0,6
2014-2015 Regular Season,3/11/2015,Nate Robinson,PG,LA Clippers,Oklahoma City,R,11.1,0,4,0,2,0,0,0,0,0,2,1,1,0,0,0
2014-2015 Regular Season,3/11/2015,Hedo Turkoglu,SF,LA Clippers,Oklahoma City,R,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,3/11/2015,Dahntay Jones,SF,LA Clippers,Oklahoma City,R,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,3/11/2015,CJ Wilcox,SG,LA Clippers,Oklahoma City,R,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-2015 Regular Season,3/11/2015,Ekpe Udoh,PF,LA Clippers,Oklahoma City,R,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,3/11/2015,Kyle Singler,SF,Oklahoma City,LA Clippers,H,15.4,0,2,0,0,2,2,1,2,3,1,2,0,0,0,2
2014-2015 Regular Season,3/11/2015,Serge Ibaka,PF,Oklahoma City,LA Clippers,H,25.8,6,13,1,2,2,2,0,3,3,2,3,0,2,0,15
2014-2015 Regular Season,3/11/2015,Enes Kanter,C,Oklahoma City,LA Clippers,H,26,6,12,0,0,6,9,5,0,5,0,4,0,2,0,18
2014-2015 Regular Season,3/11/2015,Andre Roberson,SG,Oklahoma City,LA Clippers,H,10.8,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0
2014-2015 Regular Season,3/11/2015,Russell Westbrook,PG,Oklahoma City,LA Clippers,H,36,5,14,3,6,11,13,2,7,9,7,4,2,10,0,24
2014-2015 Regular Season,3/11/2015,Dion Waiters,SG,Oklahoma City,LA Clippers,H,24.6,3,8,1,2,2,2,0,3,3,3,2,0,1,0,9
2014-2015 Regular Season,3/11/2015,Steven Adams,C,Oklahoma City,LA Clippers,H,22.3,1,1,0,0,0,0,1,4,5,2,5,0,1,3,2
2014-2015 Regular Season,3/11/2015,Anthony Morrow,SG,Oklahoma City,LA Clippers,H,35.6,8,12,6,9,4,4,0,3,3,1,5,3,0,0,26
2014-2015 Regular Season,3/11/2015,Nick Collison,PF,Oklahoma City,LA Clippers,H,6.8,1,3,1,2,0,0,0,1,1,0,1,0,1,0,3
2014-2015 Regular Season,3/11/2015,D.J. Augustin,PG,Oklahoma City,LA Clippers,H,21.9,0,2,0,0,2,2,0,1,1,3,4,0,2,0,2
2014-2015 Regular Season,3/11/2015,Mitch McGary,PF,Oklahoma City,LA Clippers,H,11.8,3,5,0,0,1,2,2,4,6,0,2,0,0,0,7
2014-2015 Regular Season,3/11/2015,Jeremy Lamb,SG,Oklahoma City,LA Clippers,H,3.3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,3/11/2015,DeMarre Carroll,SF,Atlanta,Denver,R,21.7,3,6,1,3,2,2,2,1,3,2,4,1,2,0,9
2014-2015 Regular Season,3/11/2015,Paul Millsap,PF,Atlanta,Denver,R,25,5,12,0,2,2,2,3,2,5,0,3,2,2,1,12
2014-2015 Regular Season,3/11/2015,Al Horford,C,Atlanta,Denver,R,23.2,3,10,0,0,0,0,0,3,3,2,0,1,0,0,6
2014-2015 Regular Season,3/11/2015,Kyle Korver,SG,Atlanta,Denver,R,25.9,6,8,5,7,1,1,0,3,3,0,0,1,2,1,18
2014-2015 Regular Season,3/11/2015,Jeff Teague,PG,Atlanta,Denver,R,23.3,3,6,0,0,2,2,0,3,3,3,3,2,4,0,8
2014-2015 Regular Season,3/11/2015,Pero Antic,PF,Atlanta,Denver,R,19.8,0,5,0,3,6,6,2,1,3,0,1,0,1,0,6
2014-2015 Regular Season,3/11/2015,Kent Bazemore,SG,Atlanta,Denver,R,22.9,1,4,0,1,5,6,0,3,3,2,3,2,1,0,7
2014-2015 Regular Season,3/11/2015,Mike Scott,PF,Atlanta,Denver,R,17.6,2,5,0,3,0,0,1,0,1,1,0,0,0,0,4
2014-2015 Regular Season,3/11/2015,Dennis Schroder,PG,Atlanta,Denver,R,19.2,4,10,0,1,5,6,0,1,1,1,2,0,2,1,13
2014-2015 Regular Season,3/11/2015,Shelvin Mack,PG,Atlanta,Denver,R,20.6,2,7,1,3,0,0,0,2,2,5,2,1,1,0,5
2014-2015 Regular Season,3/11/2015,John Jenkins,SG,Atlanta,Denver,R,10.4,3,4,2,3,2,2,0,2,2,1,0,0,1,0,10
2014-2015 Regular Season,3/11/2015,Mike Muscala,PF,Atlanta,Denver,R,10.4,2,4,0,1,0,0,0,3,3,1,0,1,1,0,4
2014-2015 Regular Season,3/11/2015,Wilson Chandler,SF,Denver,Atlanta,H,26.5,3,7,2,4,0,0,0,5,5,1,3,1,2,1,8
2014-2015 Regular Season,3/11/2015,Danilo Gallinari,SF,Denver,Atlanta,H,24,8,12,4,5,3,3,1,4,5,5,0,1,1,0,23
2014-2015 Regular Season,3/11/2015,Kenneth Faried,PF,Denver,Atlanta,H,21.3,6,7,0,0,2,2,2,3,5,2,1,1,1,4,14
2014-2015 Regular Season,3/11/2015,Randy Foye,SG,Denver,Atlanta,H,18.7,4,7,3,5,0,0,0,3,3,1,1,0,1,1,11
2014-2015 Regular Season,3/11/2015,Ty Lawson,PG,Denver,Atlanta,H,27,1,6,0,1,3,3,0,4,4,9,1,1,2,0,5
2014-2015 Regular Season,3/11/2015,JJ Hickson,C,Denver,Atlanta,H,31,4,7,0,0,2,3,4,5,9,1,1,0,2,1,10
2014-2015 Regular Season,3/11/2015,Jameer Nelson,PG,Denver,Atlanta,H,13.3,5,7,3,5,0,0,0,1,1,2,4,0,1,0,13
2014-2015 Regular Season,3/11/2015,Will Barton,SG,Denver,Atlanta,H,32.7,5,14,1,4,5,6,1,5,6,5,2,1,4,2,16
2014-2015 Regular Season,3/11/2015,Darrell Arthur,PF,Denver,Atlanta,H,10.2,5,5,0,0,0,0,0,0,0,1,1,0,1,0,10
2014-2015 Regular Season,3/11/2015,Erick Green,PG,Denver,Atlanta,H,13,1,6,0,3,2,2,0,2,2,1,1,1,0,0,4
2014-2015 Regular Season,3/11/2015,Gary Harris,SG,Denver,Atlanta,H,12,0,3,0,2,1,1,1,0,1,0,1,2,2,0,1
2014-2015 Regular Season,3/11/2015,Joffrey Lauvergne,F-C,Denver,Atlanta,H,10.4,0,3,0,2,0,0,2,1,3,0,4,0,2,0,0
2014-2015 Regular Season,3/11/2015,Andrew Wiggins,SG,Minnesota,Phoenix,R,28.6,5,11,0,1,0,0,3,1,4,1,1,1,0,0,10
2014-2015 Regular Season,3/11/2015,Adreian Payne,PF,Minnesota,Phoenix,R,28.8,3,9,0,0,4,4,1,2,3,2,2,1,1,0,10
2014-2015 Regular Season,3/11/2015,Nikola Pekovic,C,Minnesota,Phoenix,R,7.9,0,3,0,0,0,0,1,0,1,1,0,0,1,0,0
2014-2015 Regular Season,3/11/2015,Kevin Martin,SG,Minnesota,Phoenix,R,26.2,5,8,0,1,6,7,0,2,2,1,1,0,1,0,16
2014-2015 Regular Season,3/11/2015,Ricky Rubio,PG,Minnesota,Phoenix,R,27.5,4,11,0,4,0,0,2,3,5,6,3,0,1,0,8
2014-2015 Regular Season,3/11/2015,Gorgui Dieng,C,Minnesota,Phoenix,R,30.7,3,4,0,0,4,4,2,5,7,4,4,1,2,0,10
2014-2015 Regular Season,3/11/2015,Gary Neal,SG,Minnesota,Phoenix,R,20.9,2,8,0,1,5,5,0,3,3,0,3,1,1,0,9
2014-2015 Regular Season,3/11/2015,Zach LaVine,PG,Minnesota,Phoenix,R,20.5,2,8,0,1,4,4,1,0,1,3,0,1,1,0,8
2014-2015 Regular Season,3/11/2015,Chase Budinger,SF,Minnesota,Phoenix,R,19.4,5,7,0,1,0,0,1,4,5,1,1,0,0,0,10
2014-2015 Regular Season,3/11/2015,Justin Hamilton,C,Minnesota,Phoenix,R,28.3,7,12,1,4,0,0,1,2,3,0,1,0,2,2,15
2014-2015 Regular Season,3/11/2015,Lorenzo Brown,G,Minnesota,Phoenix,R,1.3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1
2014-2015 Regular Season,3/11/2015,Marcus Morris,PF,Phoenix,Minnesota,H,29.6,3,12,2,7,0,0,4,5,9,5,1,0,0,1,8
2014-2015 Regular Season,3/11/2015,Markieff Morris,PF,Phoenix,Minnesota,H,37,10,15,0,2,4,4,1,2,3,2,2,1,3,1,24
2014-2015 Regular Season,3/11/2015,Alex Len,C,Phoenix,Minnesota,H,19,1,2,0,0,0,0,1,4,5,1,4,0,2,0,2
2014-2015 Regular Season,3/11/2015,PJ Tucker,SF,Phoenix,Minnesota,H,34.4,5,11,1,2,0,0,2,4,6,3,2,1,2,0,11
2014-2015 Regular Season,3/11/2015,Eric Bledsoe,PG,Phoenix,Minnesota,H,34,7,14,2,5,2,2,0,2,2,9,1,1,5,0,18
2014-2015 Regular Season,3/11/2015,Marcus Thornton,SG,Phoenix,Minnesota,H,22,6,12,1,5,1,1,1,3,4,0,2,2,2,0,14
2014-2015 Regular Season,3/11/2015,Brandan Wright,PF,Phoenix,Minnesota,H,30.1,5,9,0,0,1,2,3,6,9,2,2,1,0,0,11
2014-2015 Regular Season,3/11/2015,Archie Goodwin,SG,Phoenix,Minnesota,H,12.8,0,4,0,1,1,2,2,0,2,3,3,0,1,0,1
2014-2015 Regular Season,3/11/2015,TJ Warren,SF,Phoenix,Minnesota,H,18.7,8,10,0,1,1,2,2,3,5,0,2,1,1,0,17
2014-2015 Regular Season,3/11/2015,Earl Barron,PF,Phoenix,Minnesota,H,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,3/11/2015,Seth Curry,G,Phoenix,Minnesota,H,1.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,3/11/2015,Caron Butler,SF,Detroit,Golden State,R,20.4,1,3,0,0,2,2,0,1,1,1,0,0,0,0,4
2014-2015 Regular Season,3/11/2015,Greg Monroe,PF,Detroit,Golden State,R,31.7,7,18,0,0,6,6,0,8,8,1,3,1,3,2,20
2014-2015 Regular Season,3/11/2015,Andre Drummond,C,Detroit,Golden State,R,33.5,11,25,0,0,0,2,17,10,27,0,3,2,3,2,22
2014-2015 Regular Season,3/11/2015,Kentavious Caldwell-Pope,SG,Detroit,Golden State,R,35.6,6,15,1,5,0,0,1,1,2,3,1,2,0,0,13
2014-2015 Regular Season,3/11/2015,Reggie Jackson,PG,Detroit,Golden State,R,31,7,15,0,1,0,0,1,1,2,9,4,0,4,0,14
2014-2015 Regular Season,3/11/2015,Tayshaun Prince,SF,Detroit,Golden State,R,24.2,3,7,0,0,2,2,2,2,4,1,0,0,0,0,8
2014-2015 Regular Season,3/11/2015,Cartier Martin,SF,Detroit,Golden State,R,15.7,0,2,0,1,0,0,0,2,2,2,1,0,0,0,0
2014-2015 Regular Season,3/11/2015,Jodie Meeks,SG,Detroit,Golden State,R,24.4,3,4,1,1,0,0,0,3,3,0,2,0,0,1,7
2014-2015 Regular Season,3/11/2015,Spencer Dinwiddie,PG,Detroit,Golden State,R,17.1,3,9,2,4,0,0,0,2,2,1,2,0,3,0,8
2014-2015 Regular Season,3/11/2015,Anthony Tolliver,PF,Detroit,Golden State,R,6.5,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2
2014-2015 Regular Season,3/11/2015,Harrison Barnes,SF,Golden State,Detroit,H,22.7,2,3,1,2,0,0,1,4,5,1,0,0,2,0,5
2014-2015 Regular Season,3/11/2015,Draymond Green,SF,Golden State,Detroit,H,31.5,4,11,0,3,5,7,1,6,7,3,3,0,3,0,13
2014-2015 Regular Season,3/11/2015,Andrew Bogut,C,Golden State,Detroit,H,30.4,6,8,0,0,0,0,2,4,6,3,1,0,1,2,12
2014-2015 Regular Season,3/11/2015,Klay Thompson,SG,Golden State,Detroit,H,34.9,11,19,3,6,2,2,0,2,2,3,1,1,2,1,27
2014-2015 Regular Season,3/11/2015,Stephen Curry,PG,Golden State,Detroit,H,34,4,15,1,7,0,0,1,4,5,11,1,1,3,0,9
2014-2015 Regular Season,3/11/2015,Andre Iguodala,SG,Golden State,Detroit,H,28.1,6,7,1,1,0,1,3,4,7,2,1,2,2,1,13
2014-2015 Regular Season,3/11/2015,Marreese Speights,PF,Golden State,Detroit,H,17.7,6,9,0,0,0,0,0,5,5,0,3,0,2,2,12
2014-2015 Regular Season,3/11/2015,Leandro Barbosa,SG,Golden State,Detroit,H,19.2,3,5,1,1,3,3,0,1,1,1,0,1,1,0,10
2014-2015 Regular Season,3/11/2015,Shaun Livingston,PG,Golden State,Detroit,H,21.7,2,7,0,0,0,0,2,2,4,5,1,0,1,0,4
2014-2015 Regular Season,3/11/2015,Trevor Ariza,SF,Houston,Portland,R,37.6,3,7,3,6,2,2,1,5,6,6,1,2,0,1,11
2014-2015 Regular Season,3/11/2015,Terrence Jones,PF,Houston,Portland,R,35.8,6,13,0,2,5,7,5,7,12,0,2,1,1,1,17
2014-2015 Regular Season,3/11/2015,Donatas Motiejunas,PF,Houston,Portland,R,29,4,10,2,4,0,4,0,4,4,0,3,0,1,2,10
2014-2015 Regular Season,3/11/2015,James Harden,SG,Houston,Portland,R,38.1,7,19,0,3,4,5,1,1,2,6,3,3,4,0,18
2014-2015 Regular Season,3/11/2015,Patrick Beverley,PG,Houston,Portland,R,35,2,12,1,8,0,0,1,7,8,4,2,0,0,1,5
2014-2015 Regular Season,3/11/2015,Josh Smith,PF,Houston,Portland,R,18.4,4,10,1,2,0,0,2,2,4,2,1,1,2,0,9
2014-2015 Regular Season,3/11/2015,Corey Brewer,SF,Houston,Portland,R,24.8,9,16,3,5,2,5,0,2,2,2,3,2,2,0,23
2014-2015 Regular Season,3/11/2015,Jason Terry,SG,Houston,Portland,R,13.1,1,2,1,1,0,0,0,0,0,1,1,3,1,0,3
2014-2015 Regular Season,3/11/2015,Joey Dorsey,PF,Houston,Portland,R,8.3,2,2,0,0,0,0,2,0,2,0,0,0,0,0,4
2014-2015 Regular Season,3/11/2015,Nicolas Batum,SF,Portland,Houston,H,40.1,7,13,3,6,1,2,0,9,9,6,1,1,4,0,18
2014-2015 Regular Season,3/11/2015,LaMarcus Aldridge,PF,Portland,Houston,H,32.7,12,20,1,3,1,1,6,8,14,1,5,0,5,1,26
2014-2015 Regular Season,3/11/2015,Robin Lopez,C,Portland,Houston,H,30.2,7,10,0,1,2,3,4,6,10,0,2,0,0,1,16
2014-2015 Regular Season,3/11/2015,Arron Afflalo,SG,Portland,Houston,H,34.2,2,13,1,7,4,4,0,5,5,1,3,1,3,0,9
2014-2015 Regular Season,3/11/2015,Damian Lillard,PG,Portland,Houston,H,34.6,5,16,1,5,3,4,1,4,5,8,2,0,3,0,14
2014-2015 Regular Season,3/11/2015,Chris Kaman,C,Portland,Houston,H,16.6,3,6,0,0,0,0,4,6,10,0,1,0,2,0,6
2014-2015 Regular Season,3/11/2015,CJ McCollum,SG,Portland,Houston,H,7.9,0,1,0,0,0,0,0,1,1,3,0,1,0,0,0
2014-2015 Regular Season,3/11/2015,Alonzo Gee,SF,Portland,Houston,H,5.3,1,2,0,1,0,0,0,0,0,1,2,1,0,0,2
2014-2015 Regular Season,3/11/2015,Steve Blake,PG,Portland,Houston,H,20.1,1,3,1,3,0,0,0,2,2,4,1,1,2,0,3
2014-2015 Regular Season,3/11/2015,Dorell Wright,SF,Portland,Houston,H,9.9,1,4,1,4,0,0,1,0,1,1,0,0,0,0,3
2014-2015 Regular Season,3/11/2015,Meyers Leonard,C,Portland,Houston,H,8.5,3,4,2,3,0,0,0,3,3,0,1,0,0,0,8
2014-2015 Regular Season,3/12/2015,Giannis Antetokounmpo,SG,Milwaukee,Indiana,R,34.8,4,14,0,1,4,6,0,6,6,3,5,0,1,1,12
2014-2015 Regular Season,3/12/2015,Ersan Ilyasova,PF,Milwaukee,Indiana,R,35.3,8,13,1,2,2,4,2,8,10,2,4,1,0,0,19
2014-2015 Regular Season,3/12/2015,Zaza Pachulia,C,Milwaukee,Indiana,R,33.9,5,11,0,0,6,6,8,4,12,3,5,2,2,0,16
2014-2015 Regular Season,3/12/2015,Khris Middleton,PF,Milwaukee,Indiana,R,45.3,6,21,3,5,3,3,1,3,4,1,2,1,3,0,18
2014-2015 Regular Season,3/12/2015,Michael Carter-Williams,PG,Milwaukee,Indiana,R,40,8,20,0,3,12,15,0,8,8,4,1,4,3,0,28
2014-2015 Regular Season,3/12/2015,Chris Johnson,SF,Milwaukee,Indiana,R,24.2,0,3,0,2,2,2,0,1,1,0,3,2,0,0,2
2014-2015 Regular Season,3/12/2015,Miles Plumlee,C,Milwaukee,Indiana,R,7.2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
2014-2015 Regular Season,3/12/2015,Jared Dudley,SG,Milwaukee,Indiana,R,17.9,0,1,0,0,0,0,0,1,1,0,2,1,2,0,0
2014-2015 Regular Season,3/12/2015,Tyler Ennis,PG,Milwaukee,Indiana,R,14.7,3,7,0,1,0,0,1,2,3,4,2,0,2,1,6
2014-2015 Regular Season,3/12/2015,John Henson,C,Milwaukee,Indiana,R,11.8,0,0,0,0,0,0,0,3,3,0,3,0,2,0,0
2014-2015 Regular Season,3/12/2015,Solomon Hill,SF,Indiana,Milwaukee,H,25.5,2,4,0,1,5,6,0,2,2,1,3,1,2,0,9
2014-2015 Regular Season,3/12/2015,David West,PF,Indiana,Milwaukee,H,28.4,4,9,0,0,1,2,0,6,6,3,5,0,4,2,9
2014-2015 Regular Season,3/12/2015,Ian Mahinmi,C,Indiana,Milwaukee,H,29.3,4,4,0,0,0,1,2,8,10,2,6,1,3,4,8
2014-2015 Regular Season,3/12/2015,CJ Miles,SG,Indiana,Milwaukee,H,30.2,5,9,4,7,0,0,0,3,3,3,3,0,0,0,14
2014-2015 Regular Season,3/12/2015,George Hill,PG,Indiana,Milwaukee,H,31.4,6,16,2,7,3,4,0,4,4,5,5,2,4,0,17
2014-2015 Regular Season,3/12/2015,Luis Scola,PF,Indiana,Milwaukee,H,33.5,8,15,0,0,1,1,4,11,15,0,2,1,0,0,17
2014-2015 Regular Season,3/12/2015,Rodney Stuckey,PG,Indiana,Milwaukee,H,37,8,17,1,4,8,10,0,6,6,6,1,1,3,0,25
